Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
5709,b3867,K02495,oxygen-independent coproporphyrinogen III oxidase ,1.3.98.3,1,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,pppg9_c,1,Protoporphyrinogen IX,379.03433,Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C
5712,b3870,K01915,glutamine synthetase ,6.3.1.2,6,GLNS,Glutamine synthetase,gln__L_c,1,L-Glutamine,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
5713,b3870,K01915,glutamine synthetase ,6.3.1.2,6,GLNS,Glutamine synthetase,glu__L_c,-1,L-Glutamate,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
5715,b3870,K01915,glutamine synthetase ,6.3.1.2,6,GLNS,Glutamine synthetase,nh4_c,-1,Ammonium,11.853362,[H][N+]([H])([H])[H]
5717,b3875,K22110,oligogalacturonate-specific porin family protein ,,,DHPStex,"2,3-dihydroxypropane 1-sulfonate transport via diffusion",dhps_e,-1,"2,3-Dihydroxypropane-1-sulfonate",-101.494225,C(S(=O)(=O)[O-])[C@@H](O)CO
5718,b3875,K22110,oligogalacturonate-specific porin family protein ,,,DHPStex,"2,3-dihydroxypropane 1-sulfonate transport via diffusion",dhps_p,1,"2,3-Dihydroxypropane-1-sulfonate",-101.494225,C(S(=O)(=O)[O-])[C@@H](O)CO
5719,b3875,K22110,oligogalacturonate-specific porin family protein ,,,SQtex,Sulphoquinovose transport via diffusion,sq_e,-1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5720,b3875,K22110,oligogalacturonate-specific porin family protein ,,,SQtex,Sulphoquinovose transport via diffusion,sq_p,1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5721,b3876,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family ",,,SQtr,Sulfoquinovose transporter,sq_c,1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5722,b3876,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family ",,,SQtr,Sulfoquinovose transporter,sq_p,-1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5723,b3877,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family ",,,DHPStr,"2,3-dihydroxypropane 1-sulfonate transporter",dhps_c,-1,"2,3-Dihydroxypropane-1-sulfonate",-101.494225,C(S(=O)(=O)[O-])[C@@H](O)CO
5724,b3877,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family ",,,DHPStr,"2,3-dihydroxypropane 1-sulfonate transporter",dhps_p,1,"2,3-Dihydroxypropane-1-sulfonate",-101.494225,C(S(=O)(=O)[O-])[C@@H](O)CO
5725,b3878,K15922,sulfoquinovosidase ,3.2.1.199,3,SQGH,Sulfoquinovosidase,glyc_c,1,Glycerol,-36.731037,OCC(O)CO
5727,b3878,K15922,sulfoquinovosidase ,3.2.1.199,3,SQGH,Sulfoquinovosidase,sq_c,1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5728,b3878,K15922,sulfoquinovosidase ,3.2.1.199,3,SQGH,Sulfoquinovosidase,sqg_c,-1,1-(?-D-sulfoquinovosyl)glycerol,NA,NA
5729,b3880,K18479,sulfoquinovose isomerase ,5.3.1.31,5,SQVOSI,Sulfoquinovose isomerase,sf_c,1,6-deoxy-6-sulphofructose,-163.39973,C(S([O-])(=O)=O)[C@H]1(OC(O)(CO)[C@@H](O)[C@H](O)1)
5730,b3880,K18479,sulfoquinovose isomerase ,5.3.1.31,5,SQVOSI,Sulfoquinovose isomerase,sq_c,-1,Sulphoquinovose,-162.50974,C([C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]
5731,b3881,K01671,sulfofructosephosphate aldolase ,4.1.2.57,4,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase,dhap_c,1,Dihydroxyacetone phosphate,-267.48264,OCC(=O)COP([O-])([O-])=O
5732,b3881,K01671,sulfofructosephosphate aldolase ,4.1.2.57,4,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase,sfp_c,-1,6-deoxy-6-sulphofructose 1-phosphate,-388.66733,C(S(=O)(=O)[O-])[C@H]1(OC(O)(COP([O-])(=O)[O-])[C@@H](O)[C@H](O)1)
5733,b3881,K01671,sulfofructosephosphate aldolase ,4.1.2.57,4,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase,sla_c,1,Sulpholactaldehyde,-112.556465,C(=O)[C@H](O)CS(=O)(=O)[O-]
5734,b3882,K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase ,1.1.1.61 1.1.1.373,1,GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH),ghb_c,1,Gamma-hydroxybutyrate,-48.15422,OCCCC([O-])=O
5738,b3882,K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase ,1.1.1.61 1.1.1.373,1,GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH),sucsal_c,-1,"succinate semialdehyde	",-59.216465,C(C=O)CC(=O)[O-]
5739,b3882,K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase ,1.1.1.61 1.1.1.373,1,3SLAR,3-sulfolactaldehyde reductase,dhps_c,1,"2,3-Dihydroxypropane-1-sulfonate",-101.494225,C(S(=O)(=O)[O-])[C@@H](O)CO
5743,b3882,K08318,4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase ,1.1.1.61 1.1.1.373,1,3SLAR,3-sulfolactaldehyde reductase,sla_c,-1,Sulpholactaldehyde,-112.556465,C(=O)[C@H](O)CS(=O)(=O)[O-]
5747,b3883,K18478,sulfofructose kinase ,2.7.1.184,2,6D6SFK,6-deoxy-6-sulfofructose kinase,sf_c,-1,6-deoxy-6-sulphofructose,-163.39973,C(S([O-])(=O)=O)[C@H]1(OC(O)(CO)[C@@H](O)[C@H](O)1)
5748,b3883,K18478,sulfofructose kinase ,2.7.1.184,2,6D6SFK,6-deoxy-6-sulfofructose kinase,sfp_c,1,6-deoxy-6-sulphofructose 1-phosphate,-388.66733,C(S(=O)(=O)[O-])[C@H]1(OC(O)(COP([O-])(=O)[O-])[C@@H](O)[C@H](O)1)
5753,b3902,K01629,rhamnulose-1-phosphate aldolase ,4.1.2.19,4,RMPA,Rhamnulose-1-phosphate aldolase,dhap_c,1,Dihydroxyacetone phosphate,-267.48264,OCC(=O)COP([O-])([O-])=O
5754,b3902,K01629,rhamnulose-1-phosphate aldolase ,4.1.2.19,4,RMPA,Rhamnulose-1-phosphate aldolase,lald__L_c,1,L-Lactaldehyde,-8.843282,[H]C(=O)[C@H](C)O
5755,b3902,K01629,rhamnulose-1-phosphate aldolase ,4.1.2.19,4,RMPA,Rhamnulose-1-phosphate aldolase,rml1p_c,-1,L-Rhamnulose 1-phosphate,-281.9559,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
5756,b3903,K01813,L-rhamnose isomerase ,5.3.1.14,5,RMI,L-rhamnose isomerase,rml_c,1,L-Rhamnulose,-57.936565,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
5757,b3903,K01813,L-rhamnose isomerase ,5.3.1.14,5,RMI,L-rhamnose isomerase,rmn_c,-1,L-Rhamnose,NA,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
5758,b3903,K01813,L-rhamnose isomerase ,5.3.1.14,5,LYXI,Lyxose isomerase,lyx__L_c,-1,L-Lyxose,-77.3488,O[C@H]1COC(O)[C@H](O)[C@@H]1O
5759,b3903,K01813,L-rhamnose isomerase ,5.3.1.14,5,LYXI,Lyxose isomerase,xylu__L_c,1,L-Xylulose,-78.28881,C(O)[C@H](O)[C@@H](O)C(=O)CO
5763,b3904,K00848,rhamnulokinase ,2.7.1.5,2,RMK,Rhamnulokinase,rml1p_c,1,L-Rhamnulose 1-phosphate,-281.9559,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
5764,b3904,K00848,rhamnulokinase ,2.7.1.5,2,RMK,Rhamnulokinase,rml_c,-1,L-Rhamnulose,-57.936565,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
5767,b3907,K02856,L-rhamnose-H+ transport protein ,,,RMNtpp,L-rhamnose transport via proton symport (periplasm),rmn_c,1,L-Rhamnose,NA,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
5768,b3907,K02856,L-rhamnose-H+ transport protein ,,,RMNtpp,L-rhamnose transport via proton symport (periplasm),rmn_p,-1,L-Rhamnose,NA,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
5771,b3907,K02856,L-rhamnose-H+ transport protein ,,,LYXt2pp,L-Lyxose transport via proton symport (periplasm),lyx__L_c,1,L-Lyxose,-77.3488,O[C@H]1COC(O)[C@H](O)[C@@H]1O
5772,b3907,K02856,L-rhamnose-H+ transport protein ,,,LYXt2pp,L-Lyxose transport via proton symport (periplasm),lyx__L_p,-1,L-Lyxose,-77.3488,O[C@H]1COC(O)[C@H](O)[C@@H]1O
5774,b3909,K02526,2-keto-3-deoxygluconate permease ,,,DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",2ddglcn_c,1,2-Dehydro-3-deoxy-D-gluconate,NA,O=C([O-])C(=O)C[C@H](O)[C@H](O)CO
5775,b3909,K02526,2-keto-3-deoxygluconate permease ,,,DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",2ddglcn_p,-1,2-Dehydro-3-deoxy-D-gluconate,NA,O=C([O-])C(=O)C[C@H](O)[C@H](O)CO
5780,b3915,K13283,ferrous-iron efflux pump FieF ,,,HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),hg2_c,-1,Mercury  charged 2  Hg,-1.2482376,[Hg++]
5781,b3915,K13283,ferrous-iron efflux pump FieF ,,,HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),hg2_p,1,Mercury  charged 2  Hg,-1.2482376,[Hg++]
5783,b3915,K13283,ferrous-iron efflux pump FieF ,,,FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),fe2_p,1,Fe2+ mitochondria,-20.098238,[Fe++]
5789,b3916,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_3,Phosphofructokinase (s7p),s17bp_c,1,"Sedoheptulose 1,7-bisphosphate",-560.5796,C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
5790,b3916,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_3,Phosphofructokinase (s7p),s7p_c,-1,Sedoheptulose 7-phosphate,-334.0637,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O
5794,b3916,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,tag6p__D_c,-1,D-Tagatose 6-phosphate,-319.9359,OCC1(O)O[C@H](COP([O-])([O-])=O)[C@H](O)[C@@H]1O
5795,b3916,K00850,6-phosphofructokinase 1 ,2.7.1.11,2,PFK_2,Phosphofructokinase,tagdp__D_c,1,"D-Tagatose 1,6-biphosphate",-546.4518,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
5797,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA161,CDP-Diacylglycerol pyrophostatase (n-C16:1),cdpdhdec9eg_c,-1,"CDP-1,2-dihexadec-9-enoylglycerol",NA,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCC
5801,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA161,CDP-Diacylglycerol pyrophostatase (n-C16:1),pa161_c,1,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC
5802,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),cdpdhdecg_c,-1,"CDP-1,2-dihexadecanoylglycerol",NA,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC
5806,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),pa160_c,1,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",328.69684,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
5807,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA141,CDP-Diacylglycerol pyrophostatase (n-C14:1),cdpdtdec7eg_c,-1,"CDP-1,2-ditetradec-7-enoylglycerol",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCC=CCCCCCC
5811,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA141,CDP-Diacylglycerol pyrophostatase (n-C14:1),pa141_c,1,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
5812,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA140,CDP-Diacylglycerol pyrophostatase (n-C14:0),cdpdtdecg_c,-1,"CDP-1,2-ditetradecanoylglycerol",NA,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCC
5816,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA140,CDP-Diacylglycerol pyrophostatase (n-C14:0),pa140_c,1,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",240.04788,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC
5817,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA180,CDP-Diacylglycerol pyrophostatase (n-C18:0),cdpdodecg_c,-1,"CDP-1,2-dioctadecanoylglycerol",NA,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC
5821,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA180,CDP-Diacylglycerol pyrophostatase (n-C18:0),pa180_c,1,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",417.3458,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCCCC
5822,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA181,CDP-Diacylglycerol pyrophostatase (n-C18:1),cdpdodec11eg_c,-1,"CDP-1,2-dioctadec-11-enoylglycerol",NA,CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCCCCC=CCCCCCC
5826,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA181,CDP-Diacylglycerol pyrophostatase (n-C18:1),pa181_c,1,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
5827,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),cdpdddecg_c,-1,"CDP-1,2-didodecanoylglycerol",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC
5831,b3918,K01521,CDP-diacylglycerol pyrophosphatase ,3.6.1.26,3,CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),pa120_c,1,"1,2-didodecanoyl-sn-glycerol 3-phosphate",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
5832,b3919,K01803,triosephosphate isomerase (TIM) ,5.3.1.1,5,TPI,Triose-phosphate isomerase,dhap_c,-1,Dihydroxyacetone phosphate,-267.48264,OCC(=O)COP([O-])([O-])=O
5833,b3919,K01803,triosephosphate isomerase (TIM) ,5.3.1.1,5,TPI,Triose-phosphate isomerase,g3p_c,1,Glyceraldehyde 3-phosphate,-265.65268,[H]C(=O)[C@H](O)COP([O-])([O-])=O
5838,b3926,K00864,glycerol kinase ,2.7.1.30,2,GLYK,Glycerol kinase,glyc3p_c,1,Glycerol 3-phosphate,-258.0304,OC[C@@H](O)COP([O-])([O-])=O
5839,b3926,K00864,glycerol kinase ,2.7.1.30,2,GLYK,Glycerol kinase,glyc_c,-1,Glycerol,-36.731037,OCC(O)CO
5841,b3927,K02440,glycerol uptake facilitator protein ,,,GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),glyald_c,1,D-Glyceraldehyde,-42.973278,[H]C(=O)[C@H](O)CO
5842,b3927,K02440,glycerol uptake facilitator protein ,,,GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),glyald_p,-1,D-Glyceraldehyde,-42.973278,[H]C(=O)[C@H](O)CO
5843,b3927,K02440,glycerol uptake facilitator protein ,,,UREAtpp,Urea transport via facilitate diffusion (periplasm),urea_c,1,urea,-7.3855205,C(=O)(N)N
5844,b3927,K02440,glycerol uptake facilitator protein ,,,UREAtpp,Urea transport via facilitate diffusion (periplasm),urea_p,-1,urea,-7.3855205,C(=O)(N)N
5845,b3927,K02440,glycerol uptake facilitator protein ,,,GLYtpp,Glycine transport via facillitated diffusion,gly_c,-1,Glycine,-37.2444,[NH3+]CC([O-])=O
5846,b3927,K02440,glycerol uptake facilitator protein ,,,GLYtpp,Glycine transport via facillitated diffusion,gly_p,1,Glycine,-37.2444,[NH3+]CC([O-])=O
5847,b3930,K02548,"1,4-dihydroxy-2-naphthoate polyprenyltransferase ",2.5.1.74,2,DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",2dmmql8_c,1,2-Demethylmenaquinol 8,921.42175,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=CCc1cc(O)c2ccccc2c1O
5849,b3930,K02548,"1,4-dihydroxy-2-naphthoate polyprenyltransferase ",2.5.1.74,2,DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",dhna_c,-1,"1,4-Dihydroxy-2-naphthoate",-50.61322,O=C([O-])c1cc(O)c2ccccc2c1O
5851,b3930,K02548,"1,4-dihydroxy-2-naphthoate polyprenyltransferase ",2.5.1.74,2,DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",octdp_c,-1,All-trans-Octaprenyl diphosphate,422.26434,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
5853,b3939,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),cys__L_c,-1,L-Cysteine,-9.312156,[NH3+][C@@H](CS)C([O-])=O
5854,b3939,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),cyst__L_c,1,L-Cystathionine,-11.114318,[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O
5856,b3939,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),succ_c,1,Succinate,-125.16375,C(C([O-])=O)CC([O-])=O
5857,b3939,K01739,cystathionine gamma-synthase ,2.5.1.48,2,SHSL1,O-succinylhomoserine lyase (L-cysteine),suchms_c,-1,O-Succinyl-L-homoserine,-113.24863,[NH3+][C@@H](CCOC(=O)CCC([O-])=O)C([O-])=O
5859,b3941,K00297,methylenetetrahydrofolate reductase (NADH) ,1.5.1.54,1,MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",5mthf_c,1,5-Methyltetrahydrofolate,106.72754,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CNc2[nH]c(N)nc(=O)c12
5861,b3941,K00297,methylenetetrahydrofolate reductase (NADH) ,1.5.1.54,1,MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",mlthf_c,-1,"5,10-Methylenetetrahydrofolate",94.2353,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
5865,b3943,,,,,CYSItpp,Cystine efflux transport,cysi__L_c,-1,L Cystine C6H12N2O4S2,-36.046562,[NH3+][C@@H](CSSC[C@H]([NH3+])C([O-])=O)C([O-])=O
5866,b3943,,,,,CYSItpp,Cystine efflux transport,cysi__L_p,1,L Cystine C6H12N2O4S2,-36.046562,[NH3+][C@@H](CSSC[C@H]([NH3+])C([O-])=O)C([O-])=O
5867,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,GLYCDx,Glycerol dehydrogenase,dha_c,1,Dihydroxyacetone,-44.77328,OCC(=O)CO
5868,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,GLYCDx,Glycerol dehydrogenase,glyc_c,-1,Glycerol,-36.731037,OCC(O)CO
5872,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,ALR4x,Aldose reductase (acetol),12ppd__R_c,1,"(R)-Propane-1,2-diol",2.218965,C[C@@H](O)CO
5873,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,ALR4x,Aldose reductase (acetol),acetol_c,-1,Acetol cytosol,-10.303275,CC(=O)CO
5878,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,lald__D_c,1,D-Lactaldehyde,-8.843282,[H]C(=O)[C@@H](C)O
5879,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,mthgxl_c,-1,Methylglyoxal,-18.90552,[H]C(=O)C(C)=O
5882,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,APPLDHr,Aminopropanol dehydrogenase reversible,aact_c,-1,Aminoacetone,45.17691,CC(=O)C[NH3+]
5883,b3945,K00005,glycerol dehydrogenase ,1.1.1.6,1,APPLDHr,Aminopropanol dehydrogenase reversible,appl_c,1,1-Aminopropan-2-ol,57.699142,C[C@@H](O)C[NH3+]
5893,b3956,K01595,phosphoenolpyruvate carboxylase ,4.1.1.31,4,PPC,Phosphoenolpyruvate carboxylase,oaa_c,1,Oxaloacetate,-170.30602,[O-]C(=O)CC(=O)C([O-])=O
5894,b3956,K01595,phosphoenolpyruvate carboxylase ,4.1.1.31,4,PPC,Phosphoenolpyruvate carboxylase,pep_c,-1,"phosphoenolpyruvate	",-293.83633,C=C(OP(=O)([O-])[O-])C([O-])=O
5896,b3957,K01438,acetylornithine deacetylase ,3.5.1.16,3,ACODA,Acetylornithine deacetylase,ac_c,1,Acetate,-57.768696,CC([O-])=O
5897,b3957,K01438,acetylornithine deacetylase ,3.5.1.16,3,ACODA,Acetylornithine deacetylase,acorn_c,-1,N2-Acetyl-L-ornithine,28.535677,CC(=O)N[C@@H](CCC[NH3+])C([O-])=O
5899,b3957,K01438,acetylornithine deacetylase ,3.5.1.16,3,ACODA,Acetylornithine deacetylase,orn_c,1,Ornithine,47.5525,[NH3+]CCC[C@H]([NH3+])C([O-])=O
5900,b3958,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5p_c,1,N-Acetyl-L-glutamyl 5-phosphate,-303.39844,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O
5901,b3958,K00145,N-acetyl-gamma-glutamyl-phosphate reductase ,1.2.1.38,1,AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c,-1,N-Acetyl-L-glutamate 5-semialdehyde,-38.630856,CC(=O)N[C@@H](CCC=O)C([O-])=O
5906,b3959,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,acg5p_c,1,N-Acetyl-L-glutamyl 5-phosphate,-303.39844,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O
5907,b3959,K00930,acetylglutamate kinase ,2.7.2.8,2,ACGK,Acetylglutamate kinase,acglu_c,-1,N-Acetyl-L-glutamate,-102.53814,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O
5910,b3960,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,arg__L_c,1,L-Arginine,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
5911,b3960,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,argsuc_c,-1,N(omega)-(L-Arginino)succite,-50.61301,[NH3+][C@@H](CCCNC(=[NH2+])NC(CC([O-])=O)C([O-])=O)C([O-])=O
5912,b3960,K01755,argininosuccinate lyase ,4.3.2.1,4,ARGSL,Argininosuccinate lyase,fum_c,1,Fumarate,-124.406006,[O-]C(=O)C=CC([O-])=O
5918,b3967,K01776,glutamate racemase ,5.1.1.3,5,GLUR,Glutamate racemase,glu__D_c,-1,D-Glutamate,-84.843094,[NH3+][C@H](CCC([O-])=O)C([O-])=O
5919,b3967,K01776,glutamate racemase ,5.1.1.3,5,GLUR,Glutamate racemase,glu__L_c,1,L-Glutamate,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
5923,b3972,K00075,UDP-N-acetylmuramate dehydrogenase ,1.3.1.98,1,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,uaccg_c,-1,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,-565.44946,CC(=O)N[C@H]1[C@@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=C)C([O-])=O
